network_family,industry,shock_attribute,supplier_count,alternative_supplier_count,port_count,alternative_port_count,factory_count,warehouse_count,distribution_center_count,network_depth,network_edge_count,network_node_count,supplier_concentration,port_dependency,single_point_of_failure,average_route_distance_km,critical_route_distance_km,alternate_route_distance_km,average_supplier_reliability,minimum_supplier_reliability,average_supplier_availability,average_capacity_utilization,maximum_capacity_utilization,factory_capacity_utilization,warehouse_capacity_utilization,inventory_days,safety_stock_days,shock_type_encoded,shock_severity,shock_duration_days,affected_node_importance,affected_capacity_change_pct,affected_availability_change_pct,affected_congestion_change_pct,affected_supply_percent,affected_production_percent,additional_transit_days,additional_transport_cost_pct,alternate_route_available,alternate_route_count,alternate_route_delay_days,alternate_route_cost_increase_pct,rerouted_supply_percent,usd_inr,crude_price,commodity_price,inflation_rate,freight_index,cost_impact_pct,delay_days,risk_score
synth_18,Energy,transport_cost,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,67.89,0.0,0.0,593.38,1526.99,1468.99,0.884,0.854,0.883,72.0,82.0,82.0,70.0,19.0,7.33,0.0,0.0,30.17,0.6,0.0,0.0,0.0,0.0,0.0,1.0,12.73,1.0,4.0,1.0,12.73,67.89,86.89,78.2,106.14,4.92,149.31,10.15,1.2,13.8
automotive_pune,Automotive,severity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,186.67,585.0,585.0,0.92,0.9,0.92,75.6,86.0,86.0,75.0,15.0,4.75,5.0,0.353,29.54,0.6,35.32,35.32,17.66,17.66,35.32,5.22,12.36,0.0,0.0,5.22,12.36,0.0,83.64,68.32,117.18,5.9,132.74,14.57,5.6,35.0
synth_16,Aerospace,availability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,3.0,0.444,20.96,0.75,37.75,44.41,17.76,1.09,44.41,0.0,0.0,1.0,4.0,0.0,0.0,42.23,83.28,77.29,112.92,5.73,119.85,11.6,0.0,16.7
synth_14,Aerospace,transport_cost,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,59.13,0.0,0.0,523.46,1153.49,1153.49,0.845,0.794,0.883,72.0,82.0,82.0,70.0,22.06,7.33,0.0,0.0,45.53,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,83.25,78.9,92.9,6.6,135.72,2.49,0.0,5.7
synth_17,Energy,severity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,382.13,764.27,764.27,0.824,0.824,0.933,77.02,81.19,81.19,77.02,28.15,5.99,0.0,0.816,5.42,0.6,81.57,81.57,40.79,81.57,24.57,2.21,28.55,0.0,0.0,2.21,28.55,0.0,84.2,80.07,103.39,6.0,119.74,19.64,6.2,55.4
synth_3,Textiles,severity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,5.0,0.251,2.0,0.75,25.06,25.06,12.53,12.53,2.78,0.25,8.77,0.0,0.0,0.25,8.77,0.0,81.42,82.44,107.66,6.81,99.51,5.06,0.8,13.0
automotive_chennai,Automotive,reliability,2.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,60.0,85.0,1.0,2198.57,920.0,7685.0,0.94,0.92,0.925,80.2,88.0,88.0,82.0,13.5,4.5,2.0,0.0,4.99,0.5,0.0,0.0,0.0,0.0,0.0,16.8,29.66,1.0,2.0,16.8,29.66,50.0,82.04,75.18,96.72,6.17,116.84,13.91,16.7,42.9
industrial_equipment_ahmedabad,Industrial Equipment,capacity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,75.0,0.0,365.0,910.0,1335.0,0.93,0.92,0.935,72.6,85.0,85.0,78.0,28.0,9.25,2.0,0.0,3.24,0.5,0.0,0.0,0.0,0.0,0.0,1.2,33.61,1.0,3.0,1.2,33.61,50.0,85.13,96.15,108.58,5.56,115.04,19.55,1.1,20.3
synth_9,Food Processing,transport_cost,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,308.11,616.22,616.22,0.956,0.956,0.951,89.09,89.69,89.69,89.09,21.96,11.37,0.0,0.0,8.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.9,81.0,109.88,6.03,82.39,0.8,0.2,3.2
synth_2,Textiles,transport_cost,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,64.97,0.0,0.0,480.97,1024.87,1024.87,0.82,0.79,0.883,72.0,82.0,82.0,70.0,20.8,7.33,2.0,0.914,59.38,0.5,0.0,0.0,0.0,28.69,91.38,0.0,91.38,1.0,4.0,0.0,91.38,34.01,81.54,77.7,98.29,6.08,98.51,59.82,1.2,44.0
electronics_hyderabad,Electronics,reliability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,70.0,75.0,0.0,1519.29,5255.0,5255.0,0.91,0.88,0.935,72.0,82.0,82.0,70.0,20.0,7.0,4.0,0.767,7.5,0.6,65.16,76.66,30.66,38.33,26.14,2.88,26.83,0.0,0.0,2.88,26.83,0.0,81.65,71.4,105.92,5.77,85.6,15.85,3.7,38.5
synth_10,Food Processing,transport_cost,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,64.86,0.0,0.0,558.6,968.86,968.86,0.831,0.768,0.883,72.0,82.0,82.0,70.0,22.28,7.33,2.0,1.0,20.16,0.5,0.0,0.0,0.0,33.75,100.0,0.0,183.87,1.0,3.0,0.0,183.87,32.5,83.58,90.29,102.3,4.62,110.99,65.0,1.4,45.1
synth_3,Textiles,availability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.41,21.26,1.0,34.85,41.0,16.4,20.5,41.0,4.36,14.35,0.0,0.0,4.36,14.35,0.0,82.02,84.21,101.61,4.83,138.35,15.42,6.8,34.7
synth_16,Aerospace,reliability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1080.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.341,4.33,0.6,28.98,34.09,13.64,0.0,8.2,0.2,2.86,1.0,4.0,0.2,2.86,44.03,84.01,85.61,101.73,4.18,122.32,8.07,0.2,9.9
consumer_goods_mumbai,Consumer Goods,transport_cost,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,80.0,0.0,265.0,495.0,495.0,0.915,0.9,0.93,76.2,85.0,85.0,80.0,16.5,5.5,0.0,0.0,21.49,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,40.0,81.61,85.89,101.52,5.14,105.93,2.42,-0.0,3.6
automotive_chennai,Automotive,capacity,2.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,60.0,85.0,1.0,2198.57,920.0,920.0,0.94,0.92,0.925,80.2,88.0,88.0,82.0,13.5,4.5,2.0,0.0,17.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,50.0,80.62,86.78,89.27,5.63,94.56,1.47,0.0,4.2
synth_25,Heavy Machinery,congestion,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,740.94,1481.89,1481.89,0.947,0.947,0.881,74.7,80.77,80.77,74.7,29.71,5.94,0.0,0.332,2.0,0.6,23.25,16.61,33.21,33.21,3.69,0.43,19.93,0.0,0.0,0.43,19.93,0.0,83.92,79.5,109.66,5.07,115.56,10.85,1.9,27.1
synth_32,Plastics,severity,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,5.0,0.518,4.94,0.6,51.76,51.76,25.88,25.88,14.21,1.28,18.12,0.0,0.0,1.28,18.12,0.0,82.08,107.47,104.93,6.11,110.39,15.45,1.3,30.0
synth_19,Energy,transport_cost,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,2.0,0.996,17.27,0.5,0.0,0.0,0.0,49.82,95.6,8.6,134.52,0.0,0.0,8.6,134.52,0.0,79.0,89.66,110.58,5.84,126.36,65.0,13.1,73.8
synth_16,Aerospace,availability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1080.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,2.0,0.0,63.16,0.5,0.0,0.0,0.0,0.0,0.0,0.2,2.86,1.0,4.0,0.2,2.86,50.0,86.22,83.15,113.19,5.65,125.78,6.28,0.0,9.0
synth_19,Energy,availability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.262,61.72,0.6,22.3,26.23,10.49,26.23,26.23,8.09,9.18,0.0,0.0,8.09,9.18,0.0,86.37,69.12,103.47,5.56,127.61,11.54,11.0,44.6
synth_7,Chemicals,congestion,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.405,57.78,1.0,28.37,20.26,40.53,20.26,40.53,15.22,24.32,0.0,0.0,15.22,24.32,0.0,81.34,91.55,97.96,5.47,147.88,22.46,18.3,63.9
synth_23,Construction,capacity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.451,25.55,0.6,45.1,36.08,27.06,0.9,45.1,0.0,0.0,1.0,1.0,0.0,0.0,25.26,81.92,84.35,99.17,6.2,85.24,10.08,0.0,16.8
electronics_bengaluru,Electronics,reliability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,65.0,80.0,0.0,1386.43,4505.0,4505.0,0.93,0.91,0.95,75.0,85.0,85.0,78.0,18.0,6.0,4.0,0.453,2.96,0.6,38.52,45.31,18.13,22.66,6.71,0.67,15.86,0.0,0.0,0.67,15.86,0.0,84.71,71.44,100.71,6.19,112.51,9.55,0.8,18.6
synth_17,Energy,availability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,382.13,764.27,764.27,0.824,0.824,0.933,77.02,81.19,81.19,77.02,28.15,5.99,3.0,0.778,31.63,0.9,66.12,77.79,31.12,38.89,77.79,12.3,27.23,0.0,0.0,12.3,27.23,0.0,81.2,77.26,90.79,5.34,130.92,26.41,16.4,61.6
synth_30,Plastics,reliability,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,56.66,0.0,0.0,574.88,1536.37,1536.37,0.844,0.791,0.883,72.0,82.0,82.0,70.0,22.8,7.33,4.0,0.865,29.51,0.6,73.52,86.49,34.6,25.82,86.49,0.0,0.0,1.0,3.0,0.0,0.0,34.86,82.97,79.51,106.11,5.57,118.13,18.91,0.2,34.1
automotive_chennai,Automotive,capacity,2.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,60.0,85.0,1.0,2198.57,920.0,920.0,0.94,0.92,0.925,80.2,88.0,88.0,82.0,13.5,4.5,0.0,0.509,51.28,0.6,50.94,40.75,30.56,3.94,50.94,0.0,0.0,1.0,1.0,0.0,0.0,32.87,83.46,70.69,92.13,6.22,171.67,16.21,0.5,26.0
synth_21,Construction,transport_cost,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,591.07,1182.14,1182.14,0.88,0.88,0.956,78.34,86.52,70.15,78.34,20.21,7.34,2.0,0.87,13.68,0.5,0.0,0.0,0.0,43.5,66.14,5.95,117.45,0.0,0.0,5.95,117.45,0.0,84.0,85.96,97.89,5.59,120.03,65.0,10.0,61.7
synth_22,Construction,capacity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,61.09,0.0,0.0,412.2,1039.8,1039.8,0.875,0.783,0.883,72.0,82.0,82.0,70.0,20.65,7.33,0.0,0.64,44.23,1.0,64.01,51.21,38.41,32.0,64.01,14.15,22.4,0.0,0.0,14.15,22.4,0.0,79.78,85.68,105.87,4.05,78.57,21.93,16.0,60.6
synth_4,Textiles,transit_time_days,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.0,32.74,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,84.56,89.12,91.97,6.48,85.52,2.17,0.0,4.1
synth_18,Energy,severity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,67.89,0.0,0.0,593.38,1526.99,1526.99,0.884,0.854,0.883,72.0,82.0,82.0,70.0,19.0,7.33,0.0,0.758,9.04,1.0,75.84,75.84,37.92,37.92,38.1,3.43,26.54,0.0,0.0,3.43,26.54,0.0,83.99,75.5,97.31,3.8,151.63,22.24,4.1,44.7
automotive_chennai,Automotive,transit_time_days,2.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,60.0,85.0,1.0,2198.57,920.0,920.0,0.94,0.92,0.925,80.2,88.0,88.0,82.0,13.5,4.5,2.0,0.005,44.61,0.5,0.22,0.22,0.33,0.27,0.55,0.2,0.36,0.0,0.0,0.2,0.36,0.0,82.71,78.99,97.03,4.96,75.0,1.22,0.4,7.4
synth_5,Chemicals,transport_cost,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,573.23,1146.47,1146.47,0.93,0.93,0.876,80.44,83.03,83.03,80.44,10.93,8.86,0.0,0.0,28.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.07,79.47,102.79,4.42,97.46,0.5,0.2,3.4
pharma_hyderabad,Pharmaceuticals,availability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,70.0,70.0,0.0,1812.86,6530.0,6530.0,0.9,0.89,0.935,74.4,84.0,84.0,76.0,31.5,11.0,5.0,0.313,9.73,0.6,26.6,31.3,12.52,15.65,16.92,1.52,10.95,0.0,0.0,1.52,10.95,0.0,83.96,93.02,99.56,5.76,135.23,12.76,2.4,19.6
electronics_bengaluru,Electronics,availability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,65.0,80.0,0.0,1386.43,4505.0,4505.0,0.93,0.91,0.95,75.0,85.0,85.0,78.0,18.0,6.0,0.0,0.678,61.55,0.6,57.66,67.83,27.13,10.4,67.83,0.0,0.0,1.0,2.0,0.0,0.0,26.69,83.45,82.68,85.01,6.33,75.0,14.89,1.3,29.8
synth_22,Construction,congestion,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,61.09,0.0,0.0,412.2,1039.8,1039.8,0.875,0.783,0.883,72.0,82.0,82.0,70.0,20.65,7.33,2.0,0.049,3.89,0.5,3.44,2.45,4.91,0.0,1.06,0.03,1.23,1.0,3.0,0.03,1.23,49.14,84.08,81.77,97.89,5.64,157.67,6.08,0.2,8.2
synth_21,Construction,congestion,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,591.07,1182.14,1182.14,0.88,0.88,0.956,78.34,86.52,70.15,78.34,20.21,7.34,0.0,0.315,42.24,0.6,22.04,15.74,31.49,31.49,31.49,8.65,18.89,0.0,0.0,8.65,18.89,0.0,82.32,84.6,104.78,5.32,122.95,15.63,11.1,47.9
synth_13,Aerospace,transit_time_days,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,570.49,1140.99,1140.99,0.922,0.922,0.95,72.37,77.89,77.89,72.37,12.32,10.9,0.0,0.0,29.13,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.23,85.89,112.84,5.81,80.2,2.4,0.6,9.0
consumer_goods_delhi,Consumer Goods,availability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,225.83,720.0,740.0,0.925,0.91,0.94,76.6,86.0,86.0,78.0,17.0,6.0,0.0,0.62,33.3,0.6,52.69,61.99,24.79,14.84,61.99,0.1,5.0,1.0,3.0,0.1,5.0,50.9,85.33,74.31,98.26,5.32,75.0,18.0,0.2,29.7
synth_28,Heavy Machinery,reliability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,2.0,0.0,9.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,81.32,88.04,93.41,6.3,116.34,3.12,0.0,6.1
electronics_hyderabad,Electronics,transit_time_days,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,70.0,75.0,0.0,1519.29,5255.0,5255.0,0.91,0.88,0.935,72.0,82.0,82.0,70.0,20.0,7.0,4.0,0.0,7.02,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.89,79.37,115.53,5.71,83.48,0.83,0.5,3.0
synth_2,Textiles,congestion,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,64.97,0.0,0.0,480.97,1024.87,1024.87,0.82,0.79,0.883,72.0,82.0,82.0,70.0,20.8,7.33,0.0,0.359,2.0,1.0,25.11,17.93,35.86,17.93,3.98,0.47,21.52,0.0,0.0,0.47,21.52,0.0,83.85,79.48,108.42,5.59,96.35,11.94,0.4,19.4
synth_10,Food Processing,congestion,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,64.86,0.0,0.0,558.6,968.86,968.86,0.831,0.768,0.883,72.0,82.0,82.0,70.0,22.28,7.33,3.0,0.401,3.4,0.95,28.07,20.05,40.1,20.05,5.5,0.89,24.06,0.0,0.0,0.89,24.06,0.0,84.92,76.67,110.41,4.79,148.05,14.71,1.1,24.6
synth_13,Aerospace,transit_time_days,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,570.49,1140.99,1140.99,0.922,0.922,0.95,72.37,77.89,77.89,72.37,12.32,10.9,0.0,0.0,20.87,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.23,65.0,100.62,3.8,79.59,0.63,0.0,3.8
synth_19,Energy,severity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,3.0,0.755,19.27,0.9,75.46,75.46,37.73,37.73,75.46,7.27,26.41,0.0,0.0,7.27,26.41,0.0,80.35,71.34,105.94,5.58,157.53,27.83,10.1,61.2
synth_8,Chemicals,reliability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,2.0,0.0,17.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,79.46,79.59,88.21,5.63,91.4,0.93,-0.0,3.0
synth_15,Aerospace,capacity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.243,4.5,0.6,24.27,19.42,14.56,24.27,6.07,0.55,8.49,0.0,0.0,0.55,8.49,0.0,83.83,94.27,108.98,5.81,162.33,11.65,1.8,26.1
synth_15,Aerospace,capacity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.39,28.42,0.6,38.97,31.18,23.38,0.0,38.97,3.0,20.14,1.0,1.0,3.0,20.14,60.45,79.88,88.88,98.64,5.3,109.79,20.9,3.5,29.1
synth_15,Aerospace,transit_time_days,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.0,4.45,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,82.96,76.35,101.83,5.09,121.45,2.89,-0.0,5.5
synth_8,Chemicals,capacity,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1080.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.173,57.39,0.6,17.3,13.84,10.38,0.0,17.3,0.2,2.86,1.0,4.0,0.2,2.86,46.97,84.26,71.44,100.69,5.15,95.17,5.82,-0.0,11.0
synth_31,Plastics,reliability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.41,42.32,0.6,34.87,41.02,16.41,0.0,41.02,0.0,0.0,1.0,1.0,0.0,0.0,25.69,81.78,83.51,99.06,5.72,146.22,13.12,1.0,22.8
synth_4,Textiles,transit_time_days,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1240.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,3.0,0.0,6.75,0.95,0.0,0.0,0.0,0.0,0.0,1.0,15.71,1.0,4.0,1.0,15.71,50.0,82.98,87.3,101.02,4.66,112.45,10.33,1.5,11.1
automotive_chennai,Automotive,capacity,2.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,60.0,85.0,1.0,2198.57,920.0,920.0,0.94,0.92,0.925,80.2,88.0,88.0,82.0,13.5,4.5,0.0,0.727,3.46,0.6,72.67,58.14,43.6,14.15,13.95,0.0,0.0,1.0,1.0,0.0,0.0,29.83,80.66,92.75,104.25,4.3,128.67,7.95,1.0,18.5
synth_8,Chemicals,capacity,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,5.0,0.847,20.42,0.6,84.67,67.74,50.8,42.34,84.67,8.64,29.64,0.0,0.0,8.64,29.64,0.0,83.14,74.24,97.2,6.74,188.77,33.3,9.2,63.1
pharma_hyderabad,Pharmaceuticals,transit_time_days,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,70.0,70.0,0.0,1812.86,6530.0,1030.0,0.9,0.89,0.935,74.4,84.0,84.0,76.0,31.5,11.0,0.0,0.0,18.17,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,70.0,85.59,98.66,92.47,4.7,150.82,5.84,0.0,6.3
synth_17,Energy,transit_time_days,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,382.13,764.27,764.27,0.824,0.824,0.933,77.02,81.19,81.19,77.02,28.15,5.99,3.0,0.0,4.14,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.98,80.97,108.58,4.82,111.09,2.01,0.0,3.0
synth_15,Aerospace,capacity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.642,9.9,0.6,64.2,51.36,38.52,17.81,35.3,3.0,20.14,1.0,1.0,3.0,20.14,54.27,81.89,76.97,112.68,5.87,103.22,19.94,2.9,31.9
synth_29,Plastics,capacity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,297.02,594.03,594.03,0.844,0.844,0.94,82.64,90.61,90.61,82.64,12.75,6.73,0.0,0.362,24.72,0.6,36.21,28.97,21.73,36.21,36.21,4.48,12.67,0.0,0.0,4.48,12.67,0.0,79.05,97.31,101.43,4.79,111.81,14.8,6.5,46.6
synth_26,Heavy Machinery,transport_cost,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,59.01,0.0,0.0,494.32,699.05,699.05,0.844,0.792,0.883,72.0,82.0,82.0,70.0,18.99,7.33,4.0,0.0,21.91,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,50.0,82.74,84.08,100.83,4.33,135.25,3.46,0.3,5.7
consumer_goods_mumbai,Consumer Goods,severity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,80.0,0.0,265.0,495.0,495.0,0.915,0.9,0.93,76.2,85.0,85.0,80.0,16.5,5.5,4.0,0.107,2.03,0.6,10.69,10.69,5.34,5.34,1.21,0.11,3.74,0.0,0.0,0.11,3.74,0.0,80.8,88.34,104.92,5.14,153.64,6.33,0.1,9.3
synth_5,Chemicals,transit_time_days,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,573.23,1146.47,1146.47,0.93,0.93,0.876,80.44,83.03,83.03,80.44,10.93,8.86,0.0,0.0,62.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.66,93.75,106.6,5.38,140.0,5.02,0.0,9.6
synth_1,Textiles,reliability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,426.87,853.73,853.73,0.872,0.872,0.974,83.24,83.3,83.17,83.24,13.12,5.25,0.0,0.66,7.62,0.6,56.14,66.05,26.42,66.05,27.95,2.52,23.12,0.0,0.0,2.52,23.12,0.0,82.17,96.41,103.98,5.21,114.1,18.93,5.8,56.9
synth_2,Textiles,severity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,64.97,0.0,0.0,480.97,1024.87,1024.87,0.82,0.79,0.883,72.0,82.0,82.0,70.0,20.8,7.33,0.0,0.166,5.69,1.0,16.59,16.59,8.29,8.29,5.24,0.47,5.81,0.0,0.0,0.47,5.81,0.0,85.25,82.05,108.92,5.01,137.98,8.29,0.2,11.1
