industry,import_dependency,supplier_concentration,major_suppliers_count,alternative_suppliers_count,avg_lead_time_days,inventory_days,safety_stock_days,monthly_procurement_lakhs,port_dependency,road_dependency,transport_mode,primary_port,shock_type,duration_days,severity_pct,crude_price_change_pct,usd_inr_change_pct,freight_index_change_pct,commodity_price_change_pct,inflation_rate_pct,port_congestion_pct,road_congestion_pct,transport_delay_days,cost_impact_pct,lead_time_impact_days,risk_score
Engineering,28.7,58.1,4,4,23.4,21.5,5.6,101.0,92.4,74.6,Air,JNPT (Navi Mumbai),Currency Depreciation (USD/INR Spike),16.0,91.5,1.95,6.48,23.93,0.84,6.62,33.2,50.1,2.7,9.59,8.3,45.2
Automotive,24.4,50.2,2,2,12.2,15.7,5.1,1399.3,44.6,43.8,Road,JNPT (Navi Mumbai),Import Tariff & Trade Restriction,36.0,82.7,1.87,3.17,19.7,32.47,7.23,17.7,29.7,3.5,17.83,6.2,56.7
Pharmaceuticals,39.1,85.5,3,0,36.4,51.8,13.7,2204.4,75.7,56.2,Road,Kolkata & Haldia,Labor Union Agitation,40.0,50.1,10.93,3.27,-8.85,10.77,7.19,43.9,25.0,3.8,12.25,9.3,41.6
Automotive,52.9,56.0,2,0,6.4,20.1,8.6,19.0,70.1,53.0,Road,Hazira (Surat),Monsoon Flooding & Highway Blockade,39.0,47.7,6.67,1.87,7.38,13.79,7.17,43.9,72.4,5.2,12.9,10.0,56.9
Chemicals,60.1,60.1,2,3,10.2,38.0,11.0,24.7,49.5,43.9,Rail,Chennai Port,Crude Oil Surge & Fuel Surcharge,27.0,42.1,36.83,2.66,-0.51,1.43,5.62,15.0,44.4,2.4,7.76,3.8,27.0
Textiles,8.3,54.4,4,0,4.0,29.7,14.0,11.5,46.5,67.2,Road,Chennai Port,None (Normal Baseline),0.0,0.0,-2.67,-0.39,3.0,-3.25,4.97,11.3,29.6,0.3,1.2,0.5,20.5
FMCG,22.2,69.9,2,4,5.6,21.6,6.0,26.6,0.0,66.7,Road,Kolkata & Haldia,Cyclone Alert & Coastal Freight Halt,44.0,71.8,5.36,3.3,38.75,8.77,6.28,77.9,47.8,2.1,7.3,4.4,34.7
Automotive,75.2,57.5,4,2,11.3,8.8,2.3,28.3,48.7,73.7,Rail,Hazira (Surat),Monsoon Flooding & Highway Blockade,22.0,39.5,12.21,-0.33,14.57,5.23,6.26,40.4,60.6,6.9,9.56,9.2,65.4
Electronics,69.7,41.9,1,3,14.6,25.4,11.6,2192.5,54.6,87.1,Road,Chennai Port,Monsoon Flooding & Highway Blockade,38.0,29.5,1.01,1.64,-0.75,8.78,6.75,26.5,71.3,5.0,8.64,8.1,38.1
Electronics,87.9,53.5,3,0,18.5,36.5,15.7,138.6,81.8,71.8,Sea,Visakhapatnam,Major Port Congestion & Strike,28.0,34.7,-3.32,3.15,44.74,3.96,6.71,71.6,49.1,2.6,14.27,9.7,46.4
Textiles,5.0,15.0,5,2,17.7,16.9,8.2,30.5,2.8,73.9,Road,JNPT (Navi Mumbai),Global Container Shortage,6.0,90.2,12.42,3.63,102.11,9.29,5.33,66.4,16.7,3.9,8.21,4.9,31.0
Automotive,46.6,57.7,3,2,12.3,11.3,2.9,2904.5,55.9,87.6,Road,Cochin Port,Major Port Congestion & Strike,19.0,79.1,3.31,1.66,64.64,2.26,5.84,85.5,52.1,4.8,13.9,11.8,73.2
Automotive,23.7,45.7,3,1,15.4,5.4,2.0,108.1,66.6,59.6,Air,Cochin Port,Crude Oil Surge & Fuel Surcharge,5.0,91.7,48.19,1.31,-0.34,-0.86,6.26,28.4,49.1,1.4,10.83,5.1,68.2
Textiles,5.0,53.4,3,8,6.4,34.9,13.4,1136.5,16.8,96.7,Rail,Hazira (Surat),Import Tariff & Trade Restriction,23.0,51.4,2.98,1.66,17.09,14.52,6.36,33.4,44.8,1.8,7.87,3.4,26.4
Engineering,17.9,40.9,10,2,32.6,28.6,12.0,2046.7,48.9,78.6,Sea,Kolkata & Haldia,Crude Oil Surge & Fuel Surcharge,6.0,51.5,37.26,-2.07,12.11,3.09,4.49,36.6,35.6,3.0,9.99,5.3,28.3
Electronics,73.8,54.9,3,1,16.7,24.6,12.7,235.7,99.0,40.0,Road,Cochin Port,Major Port Congestion & Strike,13.0,87.3,6.95,5.82,63.97,1.89,5.91,82.4,16.1,9.2,25.41,19.0,77.8
Steel & Metallurgy,5.0,52.1,7,7,25.0,16.5,6.3,716.6,63.9,39.7,Road,JNPT (Navi Mumbai),Global Container Shortage,37.0,77.4,-2.99,1.66,88.99,7.74,6.75,49.8,62.3,2.8,16.25,8.1,56.3
Chemicals,34.3,33.7,5,3,16.2,30.9,12.3,27.7,31.8,83.5,Road,Chennai Port,Currency Depreciation (USD/INR Spike),41.0,79.4,4.03,8.12,-1.67,3.74,7.31,57.1,26.0,3.1,8.3,7.8,38.4
Pharmaceuticals,43.7,38.9,2,2,28.5,39.3,15.5,13.9,74.8,49.5,Sea,JNPT (Navi Mumbai),Currency Depreciation (USD/INR Spike),23.0,89.6,9.04,8.22,12.54,-0.25,8.51,54.7,65.0,1.2,9.27,9.5,38.4
Steel & Metallurgy,21.7,79.0,5,4,12.5,30.5,15.4,12.6,42.5,55.9,Road,Chennai Port,None (Normal Baseline),0.0,0.0,0.05,0.57,-5.47,1.48,3.0,18.2,24.6,1.1,0.45,0.1,17.0
Automotive,23.4,21.2,5,3,6.3,26.5,11.5,1555.2,40.9,39.6,Multimodal,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,37.0,67.1,-0.39,3.29,24.51,15.74,7.42,85.5,28.4,1.1,11.09,5.6,37.6
Textiles,26.2,27.6,4,2,18.4,27.4,9.7,12.2,48.9,76.4,Road,Cochin Port,Cyclone Alert & Coastal Freight Halt,17.0,44.0,11.26,1.1,40.18,3.57,4.19,60.5,27.5,3.0,8.86,5.1,29.5
Electronics,65.6,48.5,3,0,25.9,20.2,10.4,16.4,90.5,66.4,Road,Chennai Port,None (Normal Baseline),0.0,0.0,0.5,0.5,2.23,-0.44,4.27,14.7,35.1,1.2,2.17,0.4,21.9
Pharmaceuticals,44.9,24.2,6,2,22.7,30.7,10.3,1948.2,51.3,47.5,Road,Mundra (Gujarat),None (Normal Baseline),0.0,0.0,5.39,0.96,2.54,-4.06,5.1,21.6,30.0,0.6,2.56,0.4,10.3
Engineering,43.8,63.7,7,0,19.6,37.0,10.0,230.0,62.8,61.1,Road,Hazira (Surat),None (Normal Baseline),0.0,0.0,-2.56,-1.97,4.98,0.03,5.96,31.4,28.4,0.1,0.67,0.0,18.9
Engineering,38.5,72.6,3,2,17.1,30.9,12.1,316.9,37.5,63.9,Sea,JNPT (Navi Mumbai),None (Normal Baseline),0.0,0.0,3.7,2.37,0.26,-4.17,5.05,22.5,32.8,0.8,0.91,0.3,19.6
Textiles,5.0,65.9,3,2,15.0,7.2,2.3,60.8,30.4,55.3,Multimodal,Hazira (Surat),Currency Depreciation (USD/INR Spike),17.0,49.3,9.14,7.03,9.43,7.18,8.49,49.9,40.4,2.0,6.55,4.0,44.6
FMCG,49.8,95.0,4,6,17.7,15.1,4.6,89.6,9.7,30.6,Sea,Kolkata & Haldia,Import Tariff & Trade Restriction,31.0,48.9,2.46,2.85,17.19,9.59,5.96,60.0,45.9,2.4,7.11,3.5,36.2
FMCG,35.5,35.1,2,4,19.6,27.0,9.4,1592.9,33.9,58.9,Road,Kolkata & Haldia,Global Container Shortage,8.0,82.5,3.9,2.42,106.65,5.43,7.39,53.0,58.2,3.9,11.53,8.2,38.5
Automotive,45.0,82.2,2,2,17.6,25.7,10.6,20.5,22.5,47.3,Road,Cochin Port,Labor Union Agitation,31.0,60.6,1.24,1.46,16.17,-4.1,5.29,39.5,68.4,4.0,3.78,7.0,32.6
Textiles,45.9,36.2,1,1,4.0,22.7,10.4,790.8,51.9,54.4,Road,Mundra (Gujarat),Currency Depreciation (USD/INR Spike),24.0,84.6,12.84,7.88,-10.15,0.38,8.88,15.0,61.5,2.7,8.13,5.6,41.2
Engineering,39.3,26.5,2,1,13.4,27.1,14.3,1410.6,34.1,70.7,Sea,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,29.0,55.7,6.0,0.95,17.33,9.41,5.19,66.2,40.0,3.8,8.61,7.6,34.8
Automotive,46.2,74.0,3,2,10.4,12.8,4.2,89.9,52.6,75.5,Sea,Mundra (Gujarat),Monsoon Flooding & Highway Blockade,13.0,90.3,4.66,2.16,-2.99,-7.06,6.27,50.8,90.3,7.6,8.23,13.5,66.5
Electronics,68.1,70.2,1,3,11.6,5.0,2.6,387.3,79.7,29.9,Road,Visakhapatnam,Monsoon Flooding & Highway Blockade,14.0,71.3,9.44,2.89,-0.53,10.51,5.63,29.4,77.1,9.4,12.48,13.0,74.8
FMCG,37.6,50.1,3,4,8.7,29.4,10.4,225.8,28.6,59.3,Rail,Kolkata & Haldia,Import Tariff & Trade Restriction,41.0,29.0,12.9,2.24,23.02,10.1,4.64,19.0,21.4,3.3,10.39,4.5,33.3
Engineering,57.4,34.9,4,2,25.9,14.9,7.2,15.0,62.0,84.2,Rail,Kolkata & Haldia,Cyclone Alert & Coastal Freight Halt,5.0,26.3,9.32,1.09,11.51,8.28,6.49,59.2,24.6,2.5,7.15,4.4,31.9
Engineering,52.6,63.5,4,2,14.7,34.9,11.4,1850.5,9.8,73.9,Road,Hazira (Surat),Global Container Shortage,36.0,92.8,4.23,2.79,91.26,-0.93,6.86,46.5,28.8,2.3,6.71,5.9,35.3
Chemicals,41.5,57.9,1,1,23.3,14.8,4.7,13.7,48.7,60.3,Road,Chennai Port,Major Port Congestion & Strike,41.0,37.8,-1.43,1.78,34.69,-0.32,6.52,67.7,31.2,4.5,6.59,8.9,48.1
Automotive,47.0,52.9,2,4,22.7,5.0,2.0,1093.1,62.6,43.1,Road,Visakhapatnam,None (Normal Baseline),0.0,0.0,0.3,-0.68,-0.61,-1.87,4.11,26.5,28.7,0.7,0.7,0.4,26.7
Automotive,57.1,44.5,2,3,12.0,14.6,3.9,19.9,63.1,67.5,Road,Visakhapatnam,Critical Raw Material Shortage,29.0,77.7,-0.52,1.8,-5.54,63.75,5.9,30.9,35.3,3.6,26.97,8.2,73.0
Pharmaceuticals,42.5,88.0,1,0,22.9,38.9,12.2,665.7,66.2,28.6,Road,JNPT (Navi Mumbai),Critical Raw Material Shortage,29.0,71.5,7.98,2.01,0.22,40.63,4.38,36.4,50.0,3.5,20.55,8.5,51.2
Textiles,20.4,76.6,5,5,22.5,26.9,11.4,165.8,32.1,40.3,Road,Visakhapatnam,Import Tariff & Trade Restriction,10.0,59.1,7.1,2.67,17.96,23.12,4.48,32.9,37.0,2.4,10.4,3.5,32.9
Pharmaceuticals,38.5,63.6,6,1,18.7,42.2,13.2,39.1,85.3,53.3,Road,Chennai Port,Major Port Congestion & Strike,36.0,48.9,-3.63,3.23,35.1,4.05,5.6,65.8,55.3,6.4,13.96,13.6,49.5
Automotive,46.0,34.5,1,3,10.7,20.9,8.6,2502.5,54.9,41.8,Road,Hazira (Surat),Currency Depreciation (USD/INR Spike),32.0,62.6,-4.21,7.08,8.98,2.23,7.12,33.4,43.4,3.1,8.85,6.5,39.4
Automotive,27.2,54.1,4,2,5.8,21.6,10.6,1061.3,50.0,72.5,Road,Visakhapatnam,Critical Raw Material Shortage,24.0,63.2,5.01,0.56,12.68,60.3,6.19,27.1,43.0,1.5,23.45,4.5,51.4
FMCG,36.6,41.4,3,2,16.9,18.8,8.0,15.7,22.9,40.1,Road,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,34.0,84.4,-13.65,0.57,50.42,4.83,5.46,72.5,38.8,0.5,6.01,3.8,34.4
Chemicals,58.3,49.4,2,3,22.2,15.3,5.3,48.9,59.8,40.6,Road,JNPT (Navi Mumbai),Currency Depreciation (USD/INR Spike),42.0,54.3,1.95,4.86,-3.11,6.5,6.26,40.0,35.9,3.5,10.24,8.1,50.5
Steel & Metallurgy,53.6,65.0,1,2,11.7,23.6,11.0,203.3,36.1,62.0,Road,Chennai Port,Global Container Shortage,40.0,75.9,7.3,0.38,114.1,7.99,5.6,53.2,51.7,0.7,15.05,5.0,51.1
Automotive,36.6,63.6,6,0,19.2,23.6,6.9,1177.8,41.4,50.1,Road,Cochin Port,Critical Raw Material Shortage,13.0,39.3,17.59,3.09,4.97,38.32,4.97,18.1,17.9,3.4,17.54,4.1,42.6
FMCG,9.8,72.4,1,6,7.5,24.0,6.5,552.2,38.5,61.9,Rail,Chennai Port,Crude Oil Surge & Fuel Surcharge,18.0,53.2,25.35,0.81,5.97,0.17,7.01,27.1,38.3,3.0,5.82,4.6,29.4
Chemicals,48.0,76.5,1,1,16.3,7.2,2.9,10.2,16.5,65.4,Multimodal,Chennai Port,Critical Raw Material Shortage,7.0,52.3,-0.7,2.78,13.8,53.12,3.5,35.1,34.9,2.0,17.95,3.4,55.5
Automotive,61.4,15.6,4,3,16.3,16.0,4.5,56.3,24.9,88.1,Air,Mundra (Gujarat),Crude Oil Surge & Fuel Surcharge,12.0,42.9,36.37,1.19,11.91,2.72,7.33,39.4,33.0,3.3,11.61,5.1,39.5
Steel & Metallurgy,13.8,73.6,3,1,8.6,27.3,11.5,177.1,59.6,70.7,Sea,Visakhapatnam,Labor Union Agitation,37.0,90.3,9.39,4.25,6.23,5.35,5.99,82.6,33.1,6.5,13.52,15.8,57.7
Electronics,69.3,54.0,2,0,19.5,33.7,17.5,443.4,66.4,70.6,Rail,Hazira (Surat),Global Container Shortage,26.0,54.0,1.75,0.19,85.68,3.56,7.29,52.9,39.2,2.2,14.71,7.9,45.6
Engineering,53.4,95.0,2,5,12.6,29.9,12.2,11.7,61.2,60.4,Rail,Chennai Port,Global Container Shortage,41.0,83.3,-3.68,4.63,101.38,9.06,7.18,49.5,26.6,3.9,23.81,10.2,66.5
FMCG,5.0,61.1,2,3,8.4,27.5,10.1,31.1,18.0,30.8,Air,Mundra (Gujarat),Import Tariff & Trade Restriction,39.0,48.5,-1.5,0.47,16.3,10.04,7.27,34.5,58.0,3.2,5.92,4.4,26.7
Chemicals,40.1,57.4,2,0,21.7,43.6,23.6,158.3,61.5,52.2,Sea,Hazira (Surat),None (Normal Baseline),0.0,0.0,-0.0,-0.63,-2.56,0.37,4.26,26.6,32.9,1.0,1.55,0.6,21.0
Pharmaceuticals,70.6,76.4,6,1,22.1,55.3,24.2,10.6,64.3,39.7,Multimodal,Chennai Port,Major Port Congestion & Strike,16.0,29.6,-0.01,2.98,43.58,-5.51,5.59,62.7,41.0,3.7,8.72,7.1,28.9
Pharmaceuticals,66.9,48.9,8,1,25.8,30.4,8.2,2975.5,74.7,83.6,Rail,Visakhapatnam,None (Normal Baseline),0.0,0.0,-1.22,-1.32,-2.73,-1.81,5.0,27.0,38.2,0.8,1.7,0.0,17.4
Automotive,56.4,20.2,2,3,10.0,9.9,3.0,268.6,29.7,57.5,Rail,Cochin Port,Global Container Shortage,29.0,77.3,0.03,-1.12,106.17,7.21,4.73,48.5,33.1,2.5,10.78,6.0,54.8
FMCG,36.2,40.6,1,6,4.0,17.4,9.1,275.8,15.8,98.0,Road,Chennai Port,Crude Oil Surge & Fuel Surcharge,14.0,43.1,32.4,0.85,12.69,5.99,5.03,37.0,39.7,5.0,11.89,5.9,39.4
FMCG,5.0,95.0,6,4,4.0,21.4,5.9,130.1,40.1,78.5,Road,Chennai Port,None (Normal Baseline),0.0,0.0,1.96,-2.07,-0.07,-2.09,5.48,21.0,34.6,0.7,0.0,0.0,19.6
Engineering,78.4,40.3,3,5,17.6,25.1,12.4,40.8,29.4,71.5,Road,Mundra (Gujarat),None (Normal Baseline),0.0,0.0,2.9,0.69,-1.46,7.1,6.31,12.4,22.5,0.3,2.03,0.6,12.8
Steel & Metallurgy,20.4,84.1,5,2,17.5,40.1,20.9,17.5,50.1,78.8,Sea,Chennai Port,None (Normal Baseline),0.0,0.0,-2.94,0.57,-3.21,-0.49,3.71,27.6,29.5,1.0,1.63,0.3,21.7
Engineering,42.4,27.8,3,1,18.7,36.7,14.4,2908.4,48.8,55.7,Multimodal,JNPT (Navi Mumbai),Import Tariff & Trade Restriction,27.0,31.1,7.31,2.18,23.27,5.67,5.3,28.8,30.4,2.1,7.64,3.5,27.0
Steel & Metallurgy,23.6,61.9,1,2,24.1,6.9,3.0,47.8,64.6,56.2,Air,Visakhapatnam,Crude Oil Surge & Fuel Surcharge,43.0,82.8,42.57,-0.61,5.21,-4.79,5.17,31.5,39.7,2.6,11.83,8.4,72.9
Engineering,20.8,59.7,1,3,24.4,28.5,12.2,1011.7,58.6,79.8,Road,Visakhapatnam,Major Port Congestion & Strike,12.0,90.2,6.15,0.47,52.1,-0.15,4.72,98.0,35.7,4.0,11.79,10.9,42.8
Steel & Metallurgy,42.0,29.4,4,3,23.5,20.1,9.4,68.1,11.1,43.2,Road,Visakhapatnam,Critical Raw Material Shortage,32.0,27.1,0.22,3.54,8.93,38.76,5.57,15.0,57.5,3.1,14.94,3.7,38.0
Automotive,41.4,28.8,1,2,11.5,21.5,10.9,157.3,39.0,71.2,Road,Chennai Port,Cyclone Alert & Coastal Freight Halt,12.0,72.1,5.64,0.41,33.57,6.49,6.05,88.5,36.7,2.7,7.53,6.5,36.7
Automotive,51.3,52.2,3,3,8.8,19.1,5.0,252.8,64.9,55.4,Road,Chennai Port,Crude Oil Surge & Fuel Surcharge,21.0,58.2,35.58,1.53,7.84,2.59,6.9,58.5,51.4,2.6,11.4,7.1,43.2
FMCG,34.5,66.0,3,4,11.7,7.9,2.3,462.7,2.4,97.5,Road,JNPT (Navi Mumbai),Global Container Shortage,9.0,55.1,6.43,-0.03,88.62,1.07,5.02,67.6,50.3,2.2,3.15,4.3,39.8
Engineering,33.7,38.4,2,2,29.3,30.9,14.3,11.3,24.5,78.5,Road,Chennai Port,Critical Raw Material Shortage,19.0,27.8,0.9,1.76,8.95,53.87,4.88,42.8,20.5,0.9,16.86,2.7,37.0
Chemicals,20.3,65.8,1,1,6.7,33.2,16.2,21.7,72.2,87.6,Road,Chennai Port,Import Tariff & Trade Restriction,34.0,33.4,4.8,0.86,18.64,9.43,6.49,48.1,48.3,2.8,9.43,7.2,35.1
Electronics,67.4,55.5,3,0,22.0,42.0,14.1,12.4,74.9,68.6,Sea,JNPT (Navi Mumbai),None (Normal Baseline),0.0,0.0,3.37,-2.09,1.64,-0.69,5.09,24.8,26.7,0.7,1.56,0.5,22.6
Automotive,31.9,63.7,3,1,13.7,28.4,13.8,279.5,52.0,61.9,Road,JNPT (Navi Mumbai),Crude Oil Surge & Fuel Surcharge,11.0,88.8,51.14,5.7,13.37,10.89,8.34,22.9,50.5,1.9,17.83,5.5,46.0
Pharmaceuticals,55.2,64.8,5,3,14.9,32.6,10.5,157.2,60.1,80.7,Sea,Chennai Port,None (Normal Baseline),0.0,0.0,0.31,0.38,-9.01,-2.42,4.68,17.2,10.0,0.0,0.09,0.3,17.2
Steel & Metallurgy,20.4,95.0,4,4,9.0,24.4,12.9,28.5,29.8,38.1,Road,Mundra (Gujarat),Crude Oil Surge & Fuel Surcharge,27.0,43.7,34.07,1.85,17.43,15.01,6.09,36.7,39.9,2.0,11.07,3.4,35.0
Steel & Metallurgy,39.1,48.9,3,3,24.7,30.6,15.2,13.8,89.7,37.0,Road,Kolkata & Haldia,Major Port Congestion & Strike,26.0,69.0,-2.73,0.87,48.67,2.26,4.09,77.0,36.6,6.6,15.42,16.0,54.9
Textiles,27.2,61.1,3,4,6.0,20.0,10.9,24.7,34.5,24.1,Rail,JNPT (Navi Mumbai),Cyclone Alert & Coastal Freight Halt,21.0,71.9,4.74,1.62,22.75,4.15,7.63,77.6,36.3,4.3,7.35,7.5,38.6
Electronics,58.7,58.7,2,0,8.3,27.6,8.5,263.4,60.0,73.1,Air,Cochin Port,None (Normal Baseline),0.0,0.0,-1.07,1.55,0.14,-2.34,3.51,31.2,35.3,1.0,2.51,0.2,22.9
Engineering,27.6,61.8,5,1,24.2,30.3,13.3,17.6,57.1,48.0,Road,Chennai Port,Monsoon Flooding & Highway Blockade,11.0,31.2,7.56,-0.07,5.88,5.17,6.07,21.6,48.5,4.3,4.2,5.3,24.7
Electronics,80.0,71.7,3,2,9.2,6.4,2.6,56.9,58.9,79.3,Road,JNPT (Navi Mumbai),None (Normal Baseline),0.0,0.0,1.23,-1.07,2.51,-2.27,6.26,16.6,10.8,0.4,1.59,0.0,21.9
Pharmaceuticals,74.4,50.0,4,0,17.3,35.9,13.8,735.8,67.9,73.5,Road,Cochin Port,None (Normal Baseline),0.0,0.0,1.85,-2.88,5.57,1.68,3.8,13.1,39.7,0.4,0.0,0.3,21.0
Steel & Metallurgy,40.7,74.3,5,0,16.0,37.6,19.0,22.2,52.7,61.1,Road,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,0.06,-0.21,-11.6,4.18,4.28,25.0,27.4,1.4,1.4,0.1,22.7
Automotive,16.9,63.6,6,3,6.1,17.3,5.3,36.0,67.8,75.2,Sea,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,16.0,77.4,5.95,0.8,38.19,9.54,7.07,78.3,50.6,3.4,12.89,8.9,52.1
Electronics,73.5,63.9,4,0,23.0,23.1,6.9,13.1,75.5,52.1,Sea,Chennai Port,None (Normal Baseline),0.0,0.0,2.43,0.03,11.11,0.25,5.93,27.0,19.9,0.0,2.09,0.5,24.2
Engineering,35.7,55.0,4,2,30.9,30.3,14.1,1864.8,23.4,83.2,Road,JNPT (Navi Mumbai),Major Port Congestion & Strike,12.0,40.5,13.27,2.38,32.39,8.31,5.72,59.2,54.1,6.5,10.15,8.7,34.1
Textiles,9.6,65.1,3,3,4.0,25.6,12.1,2545.8,54.8,61.6,Rail,JNPT (Navi Mumbai),Major Port Congestion & Strike,26.0,70.5,5.12,3.25,38.67,7.0,8.29,86.8,36.2,5.0,12.69,10.6,46.1
Steel & Metallurgy,5.0,67.3,3,1,10.4,25.3,12.5,1003.1,57.1,63.3,Sea,JNPT (Navi Mumbai),Global Container Shortage,27.0,68.5,5.55,1.8,100.77,-1.73,4.94,65.2,52.2,2.1,14.74,8.2,47.5
Steel & Metallurgy,45.4,68.5,4,4,15.1,27.3,12.7,257.5,20.0,53.4,Sea,Chennai Port,Labor Union Agitation,30.0,87.8,8.57,3.16,-0.06,14.04,6.36,49.8,70.9,5.6,12.4,9.7,43.9
FMCG,8.5,53.3,7,3,14.2,19.0,7.9,202.6,37.7,69.1,Road,Kolkata & Haldia,Critical Raw Material Shortage,41.0,34.3,0.35,-1.33,18.53,36.48,5.85,47.0,62.5,3.4,16.75,6.1,47.4
Steel & Metallurgy,27.0,41.1,5,4,21.5,19.4,10.1,192.2,31.3,64.2,Sea,Kolkata & Haldia,Global Container Shortage,27.0,48.9,13.97,5.11,63.49,-2.16,7.09,55.2,34.1,1.8,8.81,4.6,32.9
FMCG,38.3,55.4,3,5,12.8,21.1,8.7,591.3,45.4,68.3,Air,Chennai Port,Labor Union Agitation,8.0,31.7,3.71,-0.18,10.7,3.68,5.64,28.4,65.4,4.7,5.19,5.8,25.7
Pharmaceuticals,89.3,62.1,3,1,20.2,24.8,12.4,185.8,78.4,68.7,Road,JNPT (Navi Mumbai),Global Container Shortage,35.0,38.9,-0.42,0.97,69.15,16.46,7.67,28.8,59.0,2.0,17.8,6.3,53.5
Engineering,41.9,86.5,5,0,19.7,26.8,13.9,2717.8,78.6,38.3,Road,JNPT (Navi Mumbai),Global Container Shortage,27.0,81.2,-4.62,2.24,97.64,4.08,3.5,48.6,51.6,1.7,20.62,9.3,60.1
Electronics,55.9,62.9,1,1,17.6,24.1,6.7,17.2,60.2,48.7,Multimodal,Hazira (Surat),Global Container Shortage,23.0,60.7,13.06,-0.91,66.02,-6.14,5.4,56.2,43.2,2.0,11.55,6.7,43.8
Textiles,27.1,36.6,5,4,9.1,37.1,19.7,38.0,63.9,61.4,Road,Mundra (Gujarat),Major Port Congestion & Strike,13.0,78.0,3.92,3.18,57.21,2.03,5.18,78.7,48.4,10.3,16.59,15.8,51.2
FMCG,23.0,68.8,4,5,6.1,18.9,9.4,16.9,17.6,67.9,Rail,JNPT (Navi Mumbai),Monsoon Flooding & Highway Blockade,12.0,58.1,1.09,5.11,7.96,9.88,6.2,40.5,81.7,5.1,7.16,7.8,37.7
Steel & Metallurgy,6.6,80.5,7,3,19.6,28.9,9.6,147.3,30.9,96.4,Road,JNPT (Navi Mumbai),Major Port Congestion & Strike,10.0,37.8,-2.29,3.52,44.09,-1.42,5.29,62.4,33.7,3.9,4.96,4.8,23.7
Automotive,71.0,19.4,2,4,13.1,32.8,17.8,208.2,25.1,60.4,Rail,Chennai Port,Labor Union Agitation,12.0,91.8,-2.02,-0.21,5.44,12.39,6.81,61.5,53.7,5.7,7.93,10.9,35.8
Electronics,60.0,45.6,3,1,22.4,16.4,7.1,2541.3,99.0,46.4,Road,Kolkata & Haldia,Import Tariff & Trade Restriction,31.0,45.2,8.19,0.78,5.8,23.35,6.29,32.3,26.4,1.5,12.46,6.3,48.9
Pharmaceuticals,82.5,68.2,4,0,35.9,34.0,18.6,342.1,66.7,44.8,Road,Hazira (Surat),Import Tariff & Trade Restriction,5.0,41.5,9.38,1.14,8.44,12.13,6.54,45.8,36.1,0.5,7.15,5.1,29.2
Textiles,34.6,87.4,1,3,15.8,29.3,11.4,1470.0,20.8,89.7,Road,Chennai Port,Currency Depreciation (USD/INR Spike),38.0,31.8,4.29,6.44,-8.51,8.77,6.52,23.0,22.8,2.6,8.17,3.2,30.0
Steel & Metallurgy,35.5,51.0,1,0,22.1,13.8,6.5,132.7,20.9,90.2,Rail,Chennai Port,Cyclone Alert & Coastal Freight Halt,27.0,89.5,-1.61,4.48,36.78,8.02,5.85,95.0,46.8,1.7,8.69,8.1,52.5
Engineering,24.8,63.1,1,1,25.1,32.8,16.1,20.7,50.1,77.0,Sea,Cochin Port,Crude Oil Surge & Fuel Surcharge,40.0,30.0,30.76,0.81,10.97,10.39,5.58,35.8,47.9,3.2,13.63,5.8,37.4
Engineering,47.5,77.7,6,1,23.3,11.7,5.4,33.3,66.8,83.4,Rail,Hazira (Surat),None (Normal Baseline),0.0,0.0,-0.83,-1.51,0.74,-2.59,3.75,17.6,24.6,0.3,3.3,0.6,25.2
Automotive,60.6,63.3,2,1,15.5,5.0,2.0,24.7,44.8,69.4,Road,Visakhapatnam,Cyclone Alert & Coastal Freight Halt,38.0,70.6,1.74,1.68,37.57,3.77,6.61,79.7,17.8,2.2,9.04,8.4,68.4
Steel & Metallurgy,43.7,62.6,4,1,20.5,29.5,13.6,289.0,60.3,62.2,Multimodal,Cochin Port,Global Container Shortage,30.0,49.9,7.6,2.18,61.18,4.38,5.8,43.9,48.8,3.4,13.14,7.4,45.0
Chemicals,42.6,41.6,1,1,11.4,21.9,6.8,285.6,52.9,64.3,Rail,Hazira (Surat),None (Normal Baseline),0.0,0.0,-5.01,0.36,-6.17,1.42,4.35,16.3,29.9,1.2,1.62,0.5,20.3
Automotive,52.0,52.8,6,2,11.3,5.0,2.0,1456.0,41.0,69.4,Rail,Cochin Port,None (Normal Baseline),0.0,0.0,-0.68,-2.95,-0.77,-2.34,4.95,21.8,30.7,0.5,1.26,0.2,16.5
Electronics,62.3,38.3,4,1,22.6,23.4,7.9,28.8,98.6,81.8,Rail,Cochin Port,None (Normal Baseline),0.0,0.0,-1.5,-3.11,-3.19,-3.29,4.97,14.5,32.3,1.4,0.63,0.5,27.9
Textiles,41.1,80.7,1,4,11.5,38.0,19.5,282.6,53.6,75.7,Rail,Hazira (Surat),Cyclone Alert & Coastal Freight Halt,19.0,51.2,1.15,1.46,9.93,13.92,7.48,77.8,41.8,1.7,9.11,6.4,33.8
